info_type,short_code,std_code,name
5,|B0160148,7|KR4B016148,78|C 202601 487.5|2|00487.50| |2001|KOSP
5,|B0160149,0|KR4B016149,02|C 202601 490.0|2|00490.00| |2001|KOSP
5,|B0160149,2|KR4B016149,28|C 202601 492.5|2|00492.50| |2001|KOSP
5,|B0160149,5|KR4B016149,51|C 202601 495.0|2|00495.00| |2001|KOSP
5,|B0160149,7|KR4B016149,77|C 202601 497.5|2|00497.50| |2001|KOSP
5,|B0160150,0|KR4B016150,08|C 202601 500.0|2|00500.00| |2001|KOSP
5,|B0160150,2|KR4B016150,24|C 202601 502.5|2|00502.50| |2001|KOSP
5,|B0160150,5|KR4B016150,57|C 202601 505.0|2|00505.00| |2001|KOSP
5,|B0160150,7|KR4B016150,73|C 202601 507.5|2|00507.50| |2001|KOSP
5,|B0160151,0|KR4B016151,07|C 202601 510.0|2|00510.00| |2001|KOSP
5,|B0160151,2|KR4B016151,23|C 202601 512.5|2|00512.50| |2001|KOSP
5,|B0160151,5|KR4B016151,56|C 202601 515.0|2|00515.00| |2001|KOSP
5,|B0160151,7|KR4B016151,72|C 202601 517.5|2|00517.50| |2001|KOSP
5,|B0160152,0|KR4B016152,06|C 202601 520.0|2|00520.00| |2001|KOSP
5,|B0160152,2|KR4B016152,22|C 202601 522.5|2|00522.50| |2001|KOSP
5,|B0160152,5|KR4B016152,55|C 202601 525.0|2|00525.00| |2001|KOSP
5,|B0160152,7|KR4B016152,71|C 202601 527.5|2|00527.50| |2001|KOSP
5,|B0160153,0|KR4B016153,05|C 202601 530.0|2|00530.00| |2001|KOSP
5,|B0160153,2|KR4B016153,21|C 202601 532.5|2|00532.50| |2001|KOSP
5,|B0160153,5|KR4B016153,54|C 202601 535.0|2|00535.00| |2001|KOSP
5,|B0160153,7|KR4B016153,70|C 202601 537.5|2|00537.50| |2001|KOSP
5,|B0160154,0|KR4B016154,04|C 202601 540.0|1|00540.00| |2001|KOSP
5,|B0160154,2|KR4B016154,20|C 202601 542.5|3|00542.50| |2001|KOSP
5,|B0160154,5|KR4B016154,53|C 202601 545.0|3|00545.00| |2001|KOSP
5,|B0160154,7|KR4B016154,79|C 202601 547.5|3|00547.50| |2001|KOSP
5,|B0160155,0|KR4B016155,03|C 202601 550.0|3|00550.00| |2001|KOSP
5,|B0160155,2|KR4B016155,29|C 202601 552.5|3|00552.50| |2001|KOSP
5,|B0160155,5|KR4B016155,52|C 202601 555.0|3|00555.00| |2001|KOSP
5,|B0160155,7|KR4B016155,78|C 202601 557.5|3|00557.50| |2001|KOSP
5,|B0160156,0|KR4B016156,02|C 202601 560.0|3|00560.00| |2001|KOSP
5,|B0160156,2|KR4B016156,28|C 202601 562.5|3|00562.50| |2001|KOSP
5,|B0160156,5|KR4B016156,51|C 202601 565.0|3|00565.00| |2001|KOSP
5,|B0160156,7|KR4B016156,77|C 202601 567.5|3|00567.50| |2001|KOSP
5,|B0160157,0|KR4B016157,01|C 202601 570.0|3|00570.00| |2001|KOSP
5,|B0160157,2|KR4B016157,27|C 202601 572.5|3|00572.50| |2001|KOSP
5,|B0160157,5|KR4B016157,50|C 202601 575.0|3|00575.00| |2001|KOSP
5,|B0160157,7|KR4B016157,76|C 202601 577.5|3|00577.50| |2001|KOSP
5,|B0160158,0|KR4B016158,00|C 202601 580.0|3|00580.00| |2001|KOSP
5,|B0160158,2|KR4B016158,26|C 202601 582.5|3|00582.50| |2001|KOSP
5,|B0160158,5|KR4B016158,59|C 202601 585.0|3|00585.00| |2001|KOSP
5,|B0160158,7|KR4B016158,75|C 202601 587.5|3|00587.50| |2001|KOSP
5,|B0160159,0|KR4B016159,09|C 202601 590.0|3|00590.00| |2001|KOSP
5,|B0160159,2|KR4B016159,25|C 202601 592.5|3|00592.50| |2001|KOSP
5,|B0160159,5|KR4B016159,58|C 202601 595.0|3|00595.00| |2001|KOSP
5,|B0160159,7|KR4B016159,74|C 202601 597.5|3|00597.50| |2001|KOSP
5,|B0160160,0|KR4B016160,06|C 202601 600.0|3|00600.00| |2001|KOSP
5,|B0160160,2|KR4B016160,22|C 202601 602.5|3|00602.50| |2001|KOSP
5,|B0160160,5|KR4B016160,55|C 202601 605.0|3|00605.00| |2001|KOSP
5,|B0160160,7|KR4B016160,71|C 202601 607.5|3|00607.50| |2001|KOSP
5,|B0160161,0|KR4B016161,05|C 202601 610.0|3|00610.00| |2001|KOSP
5,|B0160161,2|KR4B016161,21|C 202601 612.5|3|00612.50| |2001|KOSP
5,|B0160161,5|KR4B016161,54|C 202601 615.0|3|00615.00| |2001|KOSP
5,|B0160161,7|KR4B016161,70|C 202601 617.5|3|00617.50| |2001|KOSP
5,|B0160162,0|KR4B016162,04|C 202601 620.0|3|00620.00| |2001|KOSP
5,|B0160162,2|KR4B016162,20|C 202601 622.5|3|00622.50| |2001|KOSP
5,|B0160162,5|KR4B016162,53|C 202601 625.0|3|00625.00| |2001|KOSP
5,|B0160162,7|KR4B016162,79|C 202601 627.5|3|00627.50| |2001|KOSP
5,|B0160163,0|KR4B016163,03|C 202601 630.0|3|00630.00| |2001|KOSP
5,|B0160163,2|KR4B016163,29|C 202601 632.5|3|00632.50| |2001|KOSP
5,|B0160163,5|KR4B016163,52|C 202601 635.0|3|00635.00| |2001|KOSP
5,|B0160163,7|KR4B016163,78|C 202601 637.5|3|00637.50| |2001|KOSP
5,|B0160164,0|KR4B016164,02|C 202601 640.0|3|00640.00| |2001|KOSP
5,|B0160164,2|KR4B016164,28|C 202601 642.5|3|00642.50| |2001|KOSP
5,|B0160164,5|KR4B016164,51|C 202601 645.0|3|00645.00| |2001|KOSP
5,|B0160164,7|KR4B016164,77|C 202601 647.5|3|00647.50| |2001|KOSP
5,|B0160165,0|KR4B016165,01|C 202601 650.0|3|00650.00| |2001|KOSP
5,|B0160165,2|KR4B016165,27|C 202601 652.5|3|00652.50| |2001|KOSP
5,|B0160165,5|KR4B016165,50|C 202601 655.0|3|00655.00| |2001|KOSP
5,|B0160165,7|KR4B016165,76|C 202601 657.5|3|00657.50| |2001|KOSP
5,|B0160166,0|KR4B016166,00|C 202601 660.0|3|00660.00| |2001|KOSP
5,|B0160166,2|KR4B016166,26|C 202601 662.5|3|00662.50| |2001|KOSP
5,|B0160166,5|KR4B016166,59|C 202601 665.0|3|00665.00| |2001|KOSP
5,|B0160166,7|KR4B016166,75|C 202601 667.5|3|00667.50| |2001|KOSP
5,|B0160167,0|KR4B016167,09|C 202601 670.0|3|00670.00| |2001|KOSP
5,|B0160167,2|KR4B016167,25|C 202601 672.5|3|00672.50| |2001|KOSP
5,|B0160167,5|KR4B016167,58|C 202601 675.0|3|00675.00| |2001|KOSP
5,|B0160167,7|KR4B016167,74|C 202601 677.5|3|00677.50| |2001|KOSP
5,|B0160168,0|KR4B016168,08|C 202601 680.0|3|00680.00| |2001|KOSP
5,|B0160230,5|KR4B016230,51|C 202602 305.0|2|00305.00| |2001|KOSP
5,|B0160230,7|KR4B016230,77|C 202602 307.5|2|00307.50| |2001|KOSP
5,|B0160231,0|KR4B016231,01|C 202602 310.0|2|00310.00| |2001|KOSP
5,|B0160231,2|KR4B016231,27|C 202602 312.5|2|00312.50| |2001|KOSP
5,|B0160231,5|KR4B016231,50|C 202602 315.0|2|00315.00| |2001|KOSP
5,|B0160231,7|KR4B016231,76|C 202602 317.5|2|00317.50| |2001|KOSP
5,|B0160232,0|KR4B016232,00|C 202602 320.0|2|00320.00| |2001|KOSP
5,|B0160232,2|KR4B016232,26|C 202602 322.5|2|00322.50| |2001|KOSP
5,|B0160232,5|KR4B016232,59|C 202602 325.0|2|00325.00| |2001|KOSP
5,|B0160232,7|KR4B016232,75|C 202602 327.5|2|00327.50| |2001|KOSP
5,|B0160233,0|KR4B016233,09|C 202602 330.0|2|00330.00| |2001|KOSP
5,|B0160233,2|KR4B016233,25|C 202602 332.5|2|00332.50| |2001|KOSP
5,|B0160233,5|KR4B016233,58|C 202602 335.0|2|00335.00| |2001|KOSP
5,|B0160233,7|KR4B016233,74|C 202602 337.5|2|00337.50| |2001|KOSP
5,|B0160234,0|KR4B016234,08|C 202602 340.0|2|00340.00| |2001|KOSP
5,|B0160234,2|KR4B016234,24|C 202602 342.5|2|00342.50| |2001|KOSP
5,|B0160234,5|KR4B016234,57|C 202602 345.0|2|00345.00| |2001|KOSP
5,|B0160234,7|KR4B016234,73|C 202602 347.5|2|00347.50| |2001|KOSP
5,|B0160235,0|KR4B016235,07|C 202602 350.0|2|00350.00| |2001|KOSP
5,|B0160235,2|KR4B016235,23|C 202602 352.5|2|00352.50| |2001|KOSP
5,|B0160235,5|KR4B016235,56|C 202602 355.0|2|00355.00| |2001|KOSP
5,|B0160235,7|KR4B016235,72|C 202602 357.5|2|00357.50| |2001|KOSP
5,|B0160236,0|KR4B016236,06|C 202602 360.0|2|00360.00| |2001|KOSP
5,|B0160236,2|KR4B016236,22|C 202602 362.5|2|00362.50| |2001|KOSP
5,|B0160236,5|KR4B016236,55|C 202602 365.0|2|00365.00| |2001|KOSP
5,|B0160236,7|KR4B016236,71|C 202602 367.5|2|00367.50| |2001|KOSP
5,|B0160237,0|KR4B016237,05|C 202602 370.0|2|00370.00| |2001|KOSP
5,|B0160237,2|KR4B016237,21|C 202602 372.5|2|00372.50| |2001|KOSP
5,|B0160237,5|KR4B016237,54|C 202602 375.0|2|00375.00| |2001|KOSP
5,|B0160237,7|KR4B016237,70|C 202602 377.5|2|00377.50| |2001|KOSP
5,|B0160238,0|KR4B016238,04|C 202602 380.0|2|00380.00| |2001|KOSP
5,|B0160238,2|KR4B016238,20|C 202602 382.5|2|00382.50| |2001|KOSP
5,|B0160238,5|KR4B016238,53|C 202602 385.0|2|00385.00| |2001|KOSP
5,|B0160238,7|KR4B016238,79|C 202602 387.5|2|00387.50| |2001|KOSP
5,|B0160239,0|KR4B016239,03|C 202602 390.0|2|00390.00| |2001|KOSP
5,|B0160239,2|KR4B016239,29|C 202602 392.5|2|00392.50| |2001|KOSP
5,|B0160239,5|KR4B016239,52|C 202602 395.0|2|00395.00| |2001|KOSP
5,|B0160239,7|KR4B016239,78|C 202602 397.5|2|00397.50| |2001|KOSP
5,|B0160240,0|KR4B016240,00|C 202602 400.0|2|00400.00| |2001|KOSP
5,|B0160240,2|KR4B016240,26|C 202602 402.5|2|00402.50| |2001|KOSP
5,|B0160240,5|KR4B016240,59|C 202602 405.0|2|00405.00| |2001|KOSP
5,|B0160240,7|KR4B016240,75|C 202602 407.5|2|00407.50| |2001|KOSP
5,|B0160241,0|KR4B016241,09|C 202602 410.0|2|00410.00| |2001|KOSP
5,|B0160241,2|KR4B016241,25|C 202602 412.5|2|00412.50| |2001|KOSP
5,|B0160241,5|KR4B016241,58|C 202602 415.0|2|00415.00| |2001|KOSP
5,|B0160241,7|KR4B016241,74|C 202602 417.5|2|00417.50| |2001|KOSP
5,|B0160242,0|KR4B016242,08|C 202602 420.0|2|00420.00| |2001|KOSP
5,|B0160242,2|KR4B016242,24|C 202602 422.5|2|00422.50| |2001|KOSP
5,|B0160242,5|KR4B016242,57|C 202602 425.0|2|00425.00| |2001|KOSP
5,|B0160242,7|KR4B016242,73|C 202602 427.5|2|00427.50| |2001|KOSP
5,|B0160243,0|KR4B016243,07|C 202602 430.0|2|00430.00| |2001|KOSP
5,|B0160243,2|KR4B016243,23|C 202602 432.5|2|00432.50| |2001|KOSP
5,|B0160243,5|KR4B016243,56|C 202602 435.0|2|00435.00| |2001|KOSP
5,|B0160243,7|KR4B016243,72|C 202602 437.5|2|00437.50| |2001|KOSP
5,|B0160244,0|KR4B016244,06|C 202602 440.0|2|00440.00| |2001|KOSP
5,|B0160244,2|KR4B016244,22|C 202602 442.5|2|00442.50| |2001|KOSP
5,|B0160244,5|KR4B016244,55|C 202602 445.0|2|00445.00| |2001|KOSP
5,|B0160244,7|KR4B016244,71|C 202602 447.5|2|00447.50| |2001|KOSP
5,|B0160245,0|KR4B016245,05|C 202602 450.0|2|00450.00| |2001|KOSP
5,|B0160245,2|KR4B016245,21|C 202602 452.5|2|00452.50| |2001|KOSP
5,|B0160245,5|KR4B016245,54|C 202602 455.0|2|00455.00| |2001|KOSP
5,|B0160245,7|KR4B016245,70|C 202602 457.5|2|00457.50| |2001|KOSP
5,|B0160246,0|KR4B016246,04|C 202602 460.0|2|00460.00| |2001|KOSP
5,|B0160246,2|KR4B016246,20|C 202602 462.5|2|00462.50| |2001|KOSP
5,|B0160246,5|KR4B016246,53|C 202602 465.0|2|00465.00| |2001|KOSP
5,|B0160246,7|KR4B016246,79|C 202602 467.5|2|00467.50| |2001|KOSP
5,|B0160247,0|KR4B016247,03|C 202602 470.0|2|00470.00| |2001|KOSP
5,|B0160247,2|KR4B016247,29|C 202602 472.5|2|00472.50| |2001|KOSP
5,|B0160247,5|KR4B016247,52|C 202602 475.0|2|00475.00| |2001|KOSP
5,|B0160247,7|KR4B016247,78|C 202602 477.5|2|00477.50| |2001|KOSP
5,|B0160248,0|KR4B016248,02|C 202602 480.0|2|00480.00| |2001|KOSP
5,|B0160248,2|KR4B016248,28|C 202602 482.5|2|00482.50| |2001|KOSP
5,|B0160248,5|KR4B016248,51|C 202602 485.0|2|00485.00| |2001|KOSP
5,|B0160248,7|KR4B016248,77|C 202602 487.5|2|00487.50| |2001|KOSP
5,|B0160249,0|KR4B016249,01|C 202602 490.0|2|00490.00| |2001|KOSP
5,|B0160249,2|KR4B016249,27|C 202602 492.5|2|00492.50| |2001|KOSP
5,|B0160249,5|KR4B016249,50|C 202602 495.0|2|00495.00| |2001|KOSP
5,|B0160249,7|KR4B016249,76|C 202602 497.5|2|00497.50| |2001|KOSP
5,|B0160250,0|KR4B016250,07|C 202602 500.0|2|00500.00| |2001|KOSP
5,|B0160250,2|KR4B016250,23|C 202602 502.5|2|00502.50| |2001|KOSP
5,|B0160250,5|KR4B016250,56|C 202602 505.0|2|00505.00| |2001|KOSP
5,|B0160250,7|KR4B016250,72|C 202602 507.5|2|00507.50| |2001|KOSP
5,|B0160251,0|KR4B016251,06|C 202602 510.0|2|00510.00| |2001|KOSP
5,|B0160251,2|KR4B016251,22|C 202602 512.5|2|00512.50| |2001|KOSP
5,|B0160251,5|KR4B016251,55|C 202602 515.0|2|00515.00| |2001|KOSP
5,|B0160251,7|KR4B016251,71|C 202602 517.5|2|00517.50| |2001|KOSP
5,|B0160252,0|KR4B016252,05|C 202602 520.0|2|00520.00| |2001|KOSP
5,|B0160252,2|KR4B016252,21|C 202602 522.5|2|00522.50| |2001|KOSP
5,|B0160252,5|KR4B016252,54|C 202602 525.0|2|00525.00| |2001|KOSP
5,|B0160252,7|KR4B016252,70|C 202602 527.5|2|00527.50| |2001|KOSP
5,|B0160253,0|KR4B016253,04|C 202602 530.0|2|00530.00| |2001|KOSP
5,|B0160253,2|KR4B016253,20|C 202602 532.5|2|00532.50| |2001|KOSP
5,|B0160253,5|KR4B016253,53|C 202602 535.0|2|00535.00| |2001|KOSP
5,|B0160253,7|KR4B016253,79|C 202602 537.5|2|00537.50| |2001|KOSP
5,|B0160254,0|KR4B016254,03|C 202602 540.0|1|00540.00| |2001|KOSP
5,|B0160254,2|KR4B016254,29|C 202602 542.5|3|00542.50| |2001|KOSP
5,|B0160254,5|KR4B016254,52|C 202602 545.0|3|00545.00| |2001|KOSP
5,|B0160254,7|KR4B016254,78|C 202602 547.5|3|00547.50| |2001|KOSP
5,|B0160255,0|KR4B016255,02|C 202602 550.0|3|00550.00| |2001|KOSP
5,|B0160255,2|KR4B016255,28|C 202602 552.5|3|00552.50| |2001|KOSP
5,|B0160255,5|KR4B016255,51|C 202602 555.0|3|00555.00| |2001|KOSP
5,|B0160255,7|KR4B016255,77|C 202602 557.5|3|00557.50| |2001|KOSP
5,|B0160256,0|KR4B016256,01|C 202602 560.0|3|00560.00| |2001|KOSP
5,|B0160256,2|KR4B016256,27|C 202602 562.5|3|00562.50| |2001|KOSP
5,|B0160256,5|KR4B016256,50|C 202602 565.0|3|00565.00| |2001|KOSP
5,|B0160256,7|KR4B016256,76|C 202602 567.5|3|00567.50| |2001|KOSP
5,|B0160257,0|KR4B016257,00|C 202602 570.0|3|00570.00| |2001|KOSP
5,|B0160257,2|KR4B016257,26|C 202602 572.5|3|00572.50| |2001|KOSP
5,|B0160257,5|KR4B016257,59|C 202602 575.0|3|00575.00| |2001|KOSP
5,|B0160257,7|KR4B016257,75|C 202602 577.5|3|00577.50| |2001|KOSP
5,|B0160258,0|KR4B016258,09|C 202602 580.0|3|00580.00| |2001|KOSP
5,|B0160258,2|KR4B016258,25|C 202602 582.5|3|00582.50| |2001|KOSP
5,|B0160258,5|KR4B016258,58|C 202602 585.0|3|00585.00| |2001|KOSP
5,|B0160258,7|KR4B016258,74|C 202602 587.5|3|00587.50| |2001|KOSP
5,|B0160259,0|KR4B016259,08|C 202602 590.0|3|00590.00| |2001|KOSP
5,|B0160259,2|KR4B016259,24|C 202602 592.5|3|00592.50| |2001|KOSP
5,|B0160259,5|KR4B016259,57|C 202602 595.0|3|00595.00| |2001|KOSP
5,|B0160259,7|KR4B016259,73|C 202602 597.5|3|00597.50| |2001|KOSP
5,|B0160260,0|KR4B016260,05|C 202602 600.0|3|00600.00| |2001|KOSP
5,|B0160260,2|KR4B016260,21|C 202602 602.5|3|00602.50| |2001|KOSP
5,|B0160260,5|KR4B016260,54|C 202602 605.0|3|00605.00| |2001|KOSP
5,|B0160260,7|KR4B016260,70|C 202602 607.5|3|00607.50| |2001|KOSP
5,|B0160261,0|KR4B016261,04|C 202602 610.0|3|00610.00| |2001|KOSP
5,|B0160261,2|KR4B016261,20|C 202602 612.5|3|00612.50| |2001|KOSP
5,|B0160261,5|KR4B016261,53|C 202602 615.0|3|00615.00| |2001|KOSP
5,|B0160261,7|KR4B016261,79|C 202602 617.5|3|00617.50| |2001|KOSP
5,|B0160262,0|KR4B016262,03|C 202602 620.0|3|00620.00| |2001|KOSP
5,|B0160262,2|KR4B016262,29|C 202602 622.5|3|00622.50| |2001|KOSP
5,|B0160262,5|KR4B016262,52|C 202602 625.0|3|00625.00| |2001|KOSP
5,|B0160262,7|KR4B016262,78|C 202602 627.5|3|00627.50| |2001|KOSP
5,|B0160263,0|KR4B016263,02|C 202602 630.0|3|00630.00| |2001|KOSP
5,|B0160263,2|KR4B016263,28|C 202602 632.5|3|00632.50| |2001|KOSP
5,|B0160263,5|KR4B016263,51|C 202602 635.0|3|00635.00| |2001|KOSP
5,|B0160263,7|KR4B016263,77|C 202602 637.5|3|00637.50| |2001|KOSP
5,|B0160264,0|KR4B016264,01|C 202602 640.0|3|00640.00| |2001|KOSP
5,|B0160264,2|KR4B016264,27|C 202602 642.5|3|00642.50| |2001|KOSP
5,|B0160264,5|KR4B016264,50|C 202602 645.0|3|00645.00| |2001|KOSP
5,|B0160264,7|KR4B016264,76|C 202602 647.5|3|00647.50| |2001|KOSP
5,|B0160265,0|KR4B016265,00|C 202602 650.0|3|00650.00| |2001|KOSP
5,|B0160265,2|KR4B016265,26|C 202602 652.5|3|00652.50| |2001|KOSP
5,|B0160265,5|KR4B016265,59|C 202602 655.0|3|00655.00| |2001|KOSP
5,|B0160265,7|KR4B016265,75|C 202602 657.5|3|00657.50| |2001|KOSP
5,|B0160266,0|KR4B016266,09|C 202602 660.0|3|00660.00| |2001|KOSP
5,|B0160266,2|KR4B016266,25|C 202602 662.5|3|00662.50| |2001|KOSP
5,|B0160266,5|KR4B016266,58|C 202602 665.0|3|00665.00| |2001|KOSP
5,|B0160266,7|KR4B016266,74|C 202602 667.5|3|00667.50| |2001|KOSP
5,|B0160267,0|KR4B016267,08|C 202602 670.0|3|00670.00| |2001|KOSP
5,|B0160267,2|KR4B016267,24|C 202602 672.5|3|00672.50| |2001|KOSP
5,|B0160267,5|KR4B016267,57|C 202602 675.0|3|00675.00| |2001|KOSP
5,|B0160267,7|KR4B016267,73|C 202602 677.5|3|00677.50| |2001|KOSP
5,|B0160268,0|KR4B016268,07|C 202602 680.0|3|00680.00| |2001|KOSP
5,|B0160268,2|KR4B016268,23|C 202602 682.5|3|00682.50| |2001|KOSP
5,|B0160268,5|KR4B016268,56|C 202602 685.0|3|00685.00| |2001|KOSP
5,|B0160268,7|KR4B016268,72|C 202602 687.5|3|00687.50| |2001|KOSP
5,|B0160269,0|KR4B016269,06|C 202602 690.0|3|00690.00| |2001|KOSP
5,|B0160269,2|KR4B016269,22|C 202602 692.5|3|00692.50| |2001|KOSP
5,|B0160269,5|KR4B016269,55|C 202602 695.0|3|00695.00| |2001|KOSP
5,|B0160269,7|KR4B016269,71|C 202602 697.5|3|00697.50| |2001|KOSP
5,|B0160270,0|KR4B016270,03|C 202602 700.0|3|00700.00| |2001|KOSP
5,|B0160270,2|KR4B016270,29|C 202602 702.5|3|00702.50| |2001|KOSP
5,|B0160270,5|KR4B016270,52|C 202602 705.0|3|00705.00| |2001|KOSP
5,|B0160270,7|KR4B016270,78|C 202602 707.5|3|00707.50| |2001|KOSP
5,|B0160271,0|KR4B016271,02|C 202602 710.0|3|00710.00| |2001|KOSP
5,|B0160271,2|KR4B016271,28|C 202602 712.5|3|00712.50| |2001|KOSP
5,|B0160271,5|KR4B016271,51|C 202602 715.0|3|00715.00| |2001|KOSP
5,|B0160271,7|KR4B016271,77|C 202602 717.5|3|00717.50| |2001|KOSP
5,|B0160272,0|KR4B016272,01|C 202602 720.0|3|00720.00| |2001|KOSP
5,|B0160318,5|KR4B016318,56|C 202603 185.0|2|00185.00| |2001|KOSP
5,|B0160319,0|KR4B016319,06|C 202603 190.0|2|00190.00| |2001|KOSP
5,|B0160319,5|KR4B016319,55|C 202603 195.0|2|00195.00| |2001|KOSP
5,|B0160320,0|KR4B016320,03|C 202603 200.0|2|00200.00| |2001|KOSP
5,|B0160320,5|KR4B016320,52|C 202603 205.0|2|00205.00| |2001|KOSP
5,|B0160321,0|KR4B016321,02|C 202603 210.0|2|00210.00| |2001|KOSP
5,|B0160321,5|KR4B016321,51|C 202603 215.0|2|00215.00| |2001|KOSP
5,|B0160322,0|KR4B016322,01|C 202603 220.0|2|00220.00| |2001|KOSP
5,|B0160322,5|KR4B016322,50|C 202603 225.0|2|00225.00| |2001|KOSP
5,|B0160323,0|KR4B016323,00|C 202603 230.0|2|00230.00| |2001|KOSP
5,|B0160323,5|KR4B016323,59|C 202603 235.0|2|00235.00| |2001|KOSP
5,|B0160324,0|KR4B016324,09|C 202603 240.0|2|00240.00| |2001|KOSP
5,|B0160324,5|KR4B016324,58|C 202603 245.0|2|00245.00| |2001|KOSP
5,|B0160325,0|KR4B016325,08|C 202603 250.0|2|00250.00| |2001|KOSP
5,|B0160325,5|KR4B016325,57|C 202603 255.0|2|00255.00| |2001|KOSP
5,|B0160326,0|KR4B016326,07|C 202603 260.0|2|00260.00| |2001|KOSP
5,|B0160326,5|KR4B016326,56|C 202603 265.0|2|00265.00| |2001|KOSP
5,|B0160327,0|KR4B016327,06|C 202603 270.0|2|00270.00| |2001|KOSP
5,|B0160327,5|KR4B016327,55|C 202603 275.0|2|00275.00| |2001|KOSP
5,|B0160328,0|KR4B016328,05|C 202603 280.0|2|00280.00| |2001|KOSP
5,|B0160328,5|KR4B016328,54|C 202603 285.0|2|00285.00| |2001|KOSP
5,|B0160329,0|KR4B016329,04|C 202603 290.0|2|00290.00| |2001|KOSP
5,|B0160329,5|KR4B016329,53|C 202603 295.0|2|00295.00| |2001|KOSP
5,|B0160330,0|KR4B016330,01|C 202603 300.0|2|00300.00| |2001|KOSP
5,|B0160330,5|KR4B016330,50|C 202603 305.0|2|00305.00| |2001|KOSP
5,|B0160331,0|KR4B016331,00|C 202603 310.0|2|00310.00| |2001|KOSP
5,|B0160331,5|KR4B016331,59|C 202603 315.0|2|00315.00| |2001|KOSP
5,|B0160332,0|KR4B016332,09|C 202603 320.0|2|00320.00| |2001|KOSP
5,|B0160332,5|KR4B016332,58|C 202603 325.0|2|00325.00| |2001|KOSP
5,|B0160333,0|KR4B016333,08|C 202603 330.0|2|00330.00| |2001|KOSP
5,|B0160333,5|KR4B016333,57|C 202603 335.0|2|00335.00| |2001|KOSP
5,|B0160334,0|KR4B016334,07|C 202603 340.0|2|00340.00| |2001|KOSP
5,|B0160334,5|KR4B016334,56|C 202603 345.0|2|00345.00| |2001|KOSP
5,|B0160335,0|KR4B016335,06|C 202603 350.0|2|00350.00| |2001|KOSP
5,|B0160335,5|KR4B016335,55|C 202603 355.0|2|00355.00| |2001|KOSP
5,|B0160336,0|KR4B016336,05|C 202603 360.0|2|00360.00| |2001|KOSP
5,|B0160336,5|KR4B016336,54|C 202603 365.0|2|00365.00| |2001|KOSP
5,|B0160337,0|KR4B016337,04|C 202603 370.0|2|00370.00| |2001|KOSP
5,|B0160337,5|KR4B016337,53|C 202603 375.0|2|00375.00| |2001|KOSP
5,|B0160338,0|KR4B016338,03|C 202603 380.0|2|00380.00| |2001|KOSP
5,|B0160338,5|KR4B016338,52|C 202603 385.0|2|00385.00| |2001|KOSP
5,|B0160339,0|KR4B016339,02|C 202603 390.0|2|00390.00| |2001|KOSP
5,|B0160339,5|KR4B016339,51|C 202603 395.0|2|00395.00| |2001|KOSP
5,|B0160340,0|KR4B016340,09|C 202603 400.0|2|00400.00| |2001|KOSP
5,|B0160340,5|KR4B016340,58|C 202603 405.0|2|00405.00| |2001|KOSP
5,|B0160341,0|KR4B016341,08|C 202603 410.0|2|00410.00| |2001|KOSP
5,|B0160341,5|KR4B016341,57|C 202603 415.0|2|00415.00| |2001|KOSP
5,|B0160342,0|KR4B016342,07|C 202603 420.0|2|00420.00| |2001|KOSP
5,|B0160342,5|KR4B016342,56|C 202603 425.0|2|00425.00| |2001|KOSP
5,|B0160343,0|KR4B016343,06|C 202603 430.0|2|00430.00| |2001|KOSP
5,|B0160343,5|KR4B016343,55|C 202603 435.0|2|00435.00| |2001|KOSP
5,|B0160344,0|KR4B016344,05|C 202603 440.0|2|00440.00| |2001|KOSP
5,|B0160344,5|KR4B016344,54|C 202603 445.0|2|00445.00| |2001|KOSP
5,|B0160345,0|KR4B016345,04|C 202603 450.0|2|00450.00| |2001|KOSP
5,|B0160345,5|KR4B016345,53|C 202603 455.0|2|00455.00| |2001|KOSP
5,|B0160346,0|KR4B016346,03|C 202603 460.0|2|00460.00| |2001|KOSP
5,|B0160346,5|KR4B016346,52|C 202603 465.0|2|00465.00| |2001|KOSP
5,|B0160347,0|KR4B016347,02|C 202603 470.0|2|00470.00| |2001|KOSP
5,|B0160347,5|KR4B016347,51|C 202603 475.0|2|00475.00| |2001|KOSP
5,|B0160348,0|KR4B016348,01|C 202603 480.0|2|00480.00| |2001|KOSP
5,|B0160348,5|KR4B016348,50|C 202603 485.0|2|00485.00| |2001|KOSP
5,|B0160349,0|KR4B016349,00|C 202603 490.0|2|00490.00| |2001|KOSP
5,|B0160349,5|KR4B016349,59|C 202603 495.0|2|00495.00| |2001|KOSP
5,|B0160350,0|KR4B016350,06|C 202603 500.0|2|00500.00| |2001|KOSP
5,|B0160350,5|KR4B016350,55|C 202603 505.0|2|00505.00| |2001|KOSP
5,|B0160351,0|KR4B016351,05|C 202603 510.0|2|00510.00| |2001|KOSP
5,|B0160351,5|KR4B016351,54|C 202603 515.0|2|00515.00| |2001|KOSP
5,|B0160352,0|KR4B016352,04|C 202603 520.0|2|00520.00| |2001|KOSP
5,|B0160352,5|KR4B016352,53|C 202603 525.0|2|00525.00| |2001|KOSP
5,|B0160353,0|KR4B016353,03|C 202603 530.0|2|00530.00| |2001|KOSP
5,|B0160353,5|KR4B016353,52|C 202603 535.0|2|00535.00| |2001|KOSP
5,|B0160354,0|KR4B016354,02|C 202603 540.0|1|00540.00| |2001|KOSP
